,Id,PID,MS SubClass,MS Zoning,Street,Land Contour,Neighborhood,Condition 1,Overall Qual,Year Built,Year Remod/Add,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,BsmtFin SF 1,Total Bsmt SF,Heating QC,Central Air,Electrical,Gr Liv Area,Full Bath,Half Bath,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Garage Type,Garage Finish,Garage Cars,Garage Area,Paved Drive,Sale Type,SalePrice
925,747,903236040,30,RM,Pave,Lvl,BrkSide,Norm,5,1925,1950,0.0,TA,Fa,BrkTil,134.0,1072.0,TA,Y,SBrkr,1072,1,0,TA,5,Typ,0,Detchd,Unf,5.0,1184.0,P,WD ,126500
926,1038,527425035,20,RL,Pave,Lvl,NAmes,Norm,4,1972,1972,0.0,TA,TA,CBlock,600.0,864.0,TA,Y,SBrkr,864,1,0,TA,5,Typ,0,Detchd,Unf,2.0,576.0,Y,COD,111250
927,1763,528326060,60,RL,Pave,Lvl,NoRidge,Norm,8,2000,2000,72.0,Gd,TA,PConc,0.0,969.0,Ex,Y,SBrkr,2285,2,1,Gd,8,Typ,1,BuiltIn,Fin,3.0,648.0,Y,WD ,248000
928,1283,535477090,20,RL,Pave,Lvl,NAmes,PosN,5,1963,1963,0.0,TA,TA,CBlock,0.0,1117.0,Ex,Y,SBrkr,1117,1,0,TA,6,Typ,0,Attchd,Unf,1.0,264.0,Y,COD,136870
929,2803,907290160,120,RM,Pave,Lvl,CollgCr,Norm,6,2003,2003,170.0,Gd,TA,PConc,717.0,848.0,Ex,Y,SBrkr,848,1,0,Gd,4,Typ,0,Attchd,Fin,2.0,420.0,Y,WD ,133000
930,1927,535180030,20,RL,Pave,Lvl,NAmes,Norm,5,1956,1956,120.0,TA,TA,CBlock,586.0,1048.0,TA,Y,SBrkr,1048,1,0,TA,6,Typ,0,Attchd,Unf,1.0,286.0,Y,WD ,135000
931,1036,527402130,20,RL,Pave,Lvl,NAmes,Norm,4,1969,1969,72.0,TA,TA,CBlock,252.0,936.0,TA,Y,SBrkr,936,1,0,TA,4,Typ,0,Attchd,Unf,1.0,288.0,Y,COD,111900
932,1237,535151160,20,RL,Pave,Lvl,NAmes,Norm,5,1962,1980,0.0,TA,Gd,CBlock,504.0,931.0,TA,Y,SBrkr,1283,1,0,TA,6,Typ,0,Detchd,Unf,2.0,506.0,Y,WD ,140000
933,1375,904101170,50,RL,Pave,Lvl,ClearCr,Feedr,4,1959,1959,0.0,TA,TA,CBlock,0.0,0.0,TA,Y,SBrkr,1588,2,0,TA,7,Min2,1,Detchd,Fin,2.0,680.0,N,WD ,134432
934,1643,527256040,20,RL,Pave,HLS,StoneBr,PosA,10,2006,2007,250.0,Ex,TA,PConc,1152.0,1742.0,Ex,Y,SBrkr,2042,2,0,Ex,8,Typ,1,Attchd,Fin,3.0,724.0,Y,New,455000
935,2453,528365090,60,RL,Pave,Lvl,NoRidge,Norm,8,1994,1994,391.0,Gd,TA,PConc,740.0,1165.0,Ex,Y,SBrkr,2526,2,1,Gd,8,Typ,1,Attchd,RFn,3.0,844.0,Y,WD ,290000
936,2129,907187040,60,RL,Pave,Lvl,CollgCr,Norm,7,1999,1999,0.0,Gd,TA,PConc,342.0,988.0,Ex,Y,SBrkr,1873,2,1,Gd,7,Typ,1,Attchd,RFn,2.0,597.0,Y,WD ,235500
937,2640,902104020,50,RM,Pave,Lvl,OldTown,Norm,6,1900,2004,0.0,TA,TA,BrkTil,381.0,780.0,Ex,Y,SBrkr,1416,1,0,Gd,7,Typ,0,Detchd,Unf,2.0,400.0,Y,WD ,156500
938,2437,528275060,60,RL,Pave,Lvl,Gilbert,Norm,6,2000,2000,0.0,TA,TA,PConc,0.0,953.0,Ex,Y,SBrkr,1664,2,1,TA,7,Typ,1,Attchd,RFn,2.0,460.0,Y,WD ,172400
939,1123,528462040,20,FV,Pave,Lvl,Somerst,Norm,7,2007,2008,-1.0,Gd,TA,PConc,0.0,1428.0,Ex,Y,SBrkr,1428,2,0,Gd,6,Typ,0,Attchd,Fin,2.0,480.0,Y,New,182000
940,2398,528150080,20,RL,Pave,Lvl,NridgHt,Norm,9,2005,2006,430.0,Ex,TA,PConc,1232.0,1792.0,Ex,Y,SBrkr,1792,2,0,Gd,6,Typ,1,Attchd,RFn,3.0,925.0,Y,New,372397
941,1420,906204280,60,RL,Pave,Lvl,SawyerW,Norm,6,1995,2002,190.0,Gd,TA,PConc,779.0,1077.0,Ex,Y,SBrkr,2814,2,1,Gd,9,Typ,1,BuiltIn,Fin,2.0,614.0,Y,WD ,260000
942,2693,903454020,30,RM,Pave,Lvl,IDOTRR,Norm,5,1919,1950,0.0,TA,TA,BrkTil,0.0,610.0,Ex,N,FuseA,819,1,0,Gd,4,Typ,0,NA,NA,0.0,0.0,N,WD ,72000
943,1370,903481100,190,RM,Pave,Lvl,IDOTRR,Norm,3,1915,1950,0.0,Fa,Fa,PConc,0.0,536.0,Ex,N,FuseF,1344,2,0,TA,8,Typ,0,NA,NA,0.0,0.0,N,WD ,82375
944,392,527378140,80,RL,Pave,Lvl,NWAmes,Norm,6,1972,1972,333.0,TA,TA,CBlock,0.0,689.0,TA,Y,SBrkr,2119,2,1,TA,7,Typ,1,Attchd,RFn,2.0,583.0,Y,COD,158000
945,1351,903236010,50,RM,Pave,Lvl,BrkSide,Norm,5,1948,2001,0.0,TA,TA,CBlock,336.0,672.0,TA,Y,SBrkr,1285,1,0,TA,6,Min1,0,Detchd,Unf,1.0,240.0,Y,WD ,127000
946,246,906201120,20,RL,Pave,Low,SawyerW,Norm,7,1987,1987,177.0,Gd,TA,CBlock,1433.0,1433.0,Ex,Y,SBrkr,1433,1,1,Gd,4,Typ,2,Attchd,RFn,2.0,528.0,Y,WD ,270000
947,802,906201130,50,RL,Pave,Low,SawyerW,Norm,8,1983,2009,0.0,Gd,TA,CBlock,1441.0,1496.0,Ex,Y,SBrkr,2132,1,1,Gd,5,Min2,1,BuiltIn,Fin,2.0,612.0,Y,WD ,316600
948,1404,905402090,80,RL,Pave,Lvl,Edwards,Norm,6,1959,2006,84.0,TA,TA,CBlock,719.0,1019.0,Gd,Y,SBrkr,1357,1,0,Ex,5,Typ,1,Basment,RFn,1.0,312.0,Y,WD ,177000
949,803,906203120,20,RL,Pave,Lvl,SawyerW,Norm,7,1990,1991,234.0,Gd,TA,CBlock,485.0,2158.0,Gd,Y,SBrkr,2196,2,0,Gd,7,Typ,1,Attchd,RFn,3.0,701.0,Y,WD ,271900
950,1595,923225150,160,RM,Pave,Lvl,MeadowV,Norm,5,1976,1976,0.0,TA,TA,PConc,0.0,264.0,TA,Y,SBrkr,1304,1,1,TA,4,Typ,1,BuiltIn,Fin,1.0,336.0,Y,WD ,115000
951,1319,902330010,70,RM,Pave,Lvl,OldTown,Norm,8,1872,1987,0.0,TA,Gd,BrkTil,259.0,684.0,Fa,N,SBrkr,2358,2,0,TA,8,Typ,0,NA,NA,0.0,0.0,Y,WD ,122000
952,2231,909475230,20,RL,Pave,HLS,Crawfor,Norm,8,1986,1986,0.0,Gd,TA,CBlock,0.0,279.0,Gd,Y,SBrkr,2726,2,1,Gd,6,Typ,1,Attchd,Fin,2.0,691.0,Y,WD ,315000
953,2162,907410050,60,RL,Pave,Lvl,CollgCr,Norm,7,2006,2006,0.0,Gd,TA,PConc,0.0,939.0,Ex,Y,SBrkr,1797,2,1,Gd,8,Typ,0,Attchd,RFn,2.0,639.0,Y,WD ,213500
954,2622,535451190,20,RL,Pave,Lvl,NAmes,Norm,5,1950,1950,0.0,TA,TA,CBlock,0.0,0.0,TA,Y,FuseF,1040,1,0,TA,5,Typ,0,Detchd,Unf,2.0,625.0,Y,WD ,109500
955,1300,902201120,20,RM,Pave,Lvl,OldTown,Norm,5,1948,1950,0.0,TA,TA,CBlock,104.0,789.0,Ex,Y,SBrkr,789,1,0,TA,5,Typ,0,Detchd,Unf,1.0,250.0,Y,WD ,115000
956,2505,533206040,120,FV,Pave,Lvl,Somerst,Norm,7,2004,2004,0.0,Gd,TA,PConc,0.0,1143.0,Ex,Y,SBrkr,1143,1,1,Gd,5,Typ,1,Attchd,RFn,2.0,588.0,Y,WD ,176400
957,582,534127170,20,RL,Pave,Lvl,NWAmes,PosN,6,1968,1968,0.0,TA,TA,CBlock,0.0,1489.0,Gd,Y,SBrkr,1489,2,0,Gd,7,Typ,1,Attchd,RFn,2.0,462.0,Y,WD ,185750
958,1458,907254020,60,RL,Pave,Lvl,CollgCr,Norm,8,1999,2000,320.0,Gd,TA,PConc,668.0,1004.0,Ex,Y,SBrkr,1852,2,1,Gd,7,Typ,2,Attchd,Fin,3.0,660.0,Y,WD ,230000
959,281,908203100,20,RL,Pave,HLS,Edwards,Norm,4,1958,1958,0.0,TA,TA,CBlock,0.0,960.0,Ex,Y,SBrkr,960,1,0,TA,5,Typ,0,NA,NA,0.0,0.0,Y,WD ,90000
960,1499,908154235,60,RL,Pave,Bnk,Edwards,Feedr,10,2008,2008,796.0,Ex,TA,PConc,5644.0,6110.0,Ex,Y,SBrkr,5642,2,1,Ex,12,Typ,3,Attchd,Fin,2.0,1418.0,Y,New,160000
961,2298,923230180,85,RL,Pave,Lvl,Mitchel,Norm,5,1970,1970,0.0,TA,Gd,CBlock,619.0,768.0,Ex,Y,SBrkr,768,1,0,TA,5,Typ,0,Detchd,Unf,2.0,624.0,Y,WD ,129500
962,2580,535180020,20,RL,Pave,Lvl,NAmes,Norm,6,1956,1994,0.0,TA,TA,CBlock,914.0,1124.0,Ex,Y,SBrkr,1124,1,0,TA,6,Typ,1,Attchd,Fin,1.0,353.0,Y,WD ,153000
963,568,533210020,160,FV,Pave,Lvl,Somerst,Norm,6,2009,2009,76.0,Gd,TA,PConc,294.0,612.0,Ex,Y,SBrkr,1224,2,1,Gd,4,Typ,0,Detchd,RFn,2.0,528.0,Y,New,173733
964,1807,531363020,20,RL,Pave,Lvl,SawyerW,Norm,6,2006,2007,0.0,TA,TA,PConc,0.0,1100.0,Ex,Y,SBrkr,1100,1,1,TA,6,Typ,0,NA,NA,0.0,0.0,Y,New,146000
965,129,534431070,50,RL,Pave,Lvl,NAmes,Artery,6,1949,1950,340.0,TA,Gd,CBlock,300.0,782.0,TA,Y,SBrkr,1556,2,0,TA,6,Typ,1,Attchd,Unf,2.0,470.0,Y,WD ,172500
966,2294,923229100,80,RL,Pave,Low,Mitchel,Norm,6,1977,1977,0.0,TA,TA,PConc,1148.0,1244.0,TA,Y,SBrkr,1356,2,0,TA,6,Typ,1,Attchd,Fin,2.0,528.0,Y,WD ,188000
967,1860,533254130,20,RL,Pave,Lvl,Veenker,Feedr,6,1976,1976,0.0,TA,TA,CBlock,978.0,1262.0,Ex,Y,SBrkr,1262,2,0,TA,6,Typ,1,Attchd,RFn,2.0,460.0,Y,WD ,181500
968,839,907131090,60,RL,Pave,Lvl,CollgCr,PosN,7,1996,1996,0.0,Gd,TA,PConc,385.0,799.0,Ex,Y,SBrkr,1661,2,1,Gd,6,Typ,1,Attchd,RFn,2.0,550.0,Y,ConLw,212000
969,2349,527355060,60,RL,Pave,Lvl,NWAmes,PosA,7,1978,1978,68.0,TA,TA,CBlock,0.0,945.0,TA,Y,SBrkr,1857,2,1,TA,8,Typ,1,Attchd,RFn,2.0,482.0,Y,WD ,188900
970,1903,534450110,20,RL,Pave,Lvl,BrkSide,Norm,3,1946,1950,0.0,Fa,Fa,CBlock,299.0,666.0,Fa,N,SBrkr,666,1,0,Gd,4,Typ,0,NA,NA,0.0,0.0,N,WD ,64500
971,234,905352140,60,RL,Pave,Low,ClearCr,Norm,6,1978,1992,288.0,TA,TA,PConc,964.0,1117.0,Ex,Y,SBrkr,1981,2,1,Gd,8,Typ,1,Attchd,Fin,2.0,522.0,Y,WD ,230000
972,2172,908127060,50,RL,Pave,Lvl,Edwards,Norm,5,1925,1950,0.0,TA,Gd,CBlock,130.0,901.0,TA,Y,SBrkr,1351,1,0,TA,7,Typ,1,Detchd,Unf,2.0,576.0,N,WD ,122000
973,2588,535325340,20,RL,Pave,Lvl,NAmes,Norm,5,1956,1956,0.0,TA,TA,CBlock,488.0,1005.0,Ex,Y,SBrkr,1005,1,0,TA,6,Typ,1,Attchd,Unf,1.0,319.0,Y,WD ,133500
974,1289,902105020,50,RM,Pave,Lvl,OldTown,Norm,6,1920,1950,0.0,Gd,Gd,BrkTil,493.0,1510.0,Ex,Y,SBrkr,2792,2,0,TA,8,Mod,2,Detchd,Unf,2.0,520.0,Y,WD ,256000
975,1596,923225200,160,RM,Pave,Lvl,MeadowV,Norm,5,1976,1976,0.0,TA,TA,PConc,318.0,550.0,TA,Y,SBrkr,1475,2,0,TA,6,Typ,1,Attchd,Unf,1.0,336.0,Y,WD ,129500
976,264,907250030,20,RL,Pave,Lvl,CollgCr,Norm,8,2003,2003,320.0,Gd,TA,PConc,1682.0,1978.0,Ex,Y,SBrkr,1978,2,1,Gd,8,Typ,1,Attchd,RFn,3.0,850.0,Y,WD ,318000
977,451,528172060,20,RL,Pave,Lvl,NridgHt,Norm,8,2006,2006,383.0,Gd,TA,PConc,0.0,1598.0,Gd,Y,SBrkr,1606,2,0,Gd,6,Typ,1,Attchd,RFn,3.0,871.0,Y,WD ,255900
978,536,531363050,20,RL,Pave,Lvl,SawyerW,Norm,6,2004,2004,0.0,TA,TA,PConc,0.0,1158.0,Ex,Y,SBrkr,1158,1,1,Gd,5,Typ,0,NA,NA,0.0,0.0,Y,WD ,143500
979,43,528138020,20,RL,Pave,Lvl,NridgHt,Norm,8,2005,2006,240.0,Gd,TA,PConc,28.0,1822.0,Ex,Y,SBrkr,1822,2,0,Ex,8,Typ,1,Attchd,RFn,3.0,678.0,Y,WD ,259000
980,2223,909428120,20,RL,Pave,Bnk,Crawfor,Norm,6,1953,1953,184.0,TA,Gd,CBlock,35.0,1809.0,TA,Y,SBrkr,2259,2,0,Gd,7,Typ,2,Basment,Unf,2.0,450.0,Y,COD,217000
981,2009,903206170,50,RL,Pave,Bnk,BrkSide,Norm,6,1923,1950,0.0,TA,TA,BrkTil,300.0,1065.0,Ex,Y,FuseA,1635,1,1,TA,6,Typ,1,Detchd,Unf,2.0,440.0,Y,WD ,210000
982,394,527402220,20,RL,Pave,Lvl,NAmes,Norm,5,1970,1970,76.0,TA,TA,CBlock,828.0,1002.0,TA,Y,SBrkr,1002,1,0,TA,5,Typ,0,Detchd,Unf,2.0,902.0,Y,WD ,148500
983,1738,528222050,60,RL,Pave,Lvl,Gilbert,Norm,6,2006,2007,0.0,TA,TA,PConc,0.0,616.0,Ex,Y,SBrkr,1412,2,1,Gd,6,Typ,1,BuiltIn,Fin,2.0,432.0,Y,New,156932
984,1196,534225110,90,RL,Pave,Lvl,NAmes,Norm,5,1965,1965,0.0,TA,TA,CBlock,0.0,1728.0,TA,Y,SBrkr,1728,2,0,TA,10,Typ,0,Detchd,Unf,2.0,576.0,Y,WD ,145000
985,828,906380210,20,RL,Pave,Lvl,CollgCr,Norm,7,2007,2007,0.0,Gd,TA,PConc,902.0,1282.0,Ex,Y,SBrkr,1290,2,0,Gd,6,Typ,1,Attchd,RFn,2.0,662.0,Y,WD ,200000
986,1694,528106110,20,RL,Pave,Lvl,NridgHt,Norm,10,2005,2006,400.0,Ex,TA,PConc,1430.0,1994.0,Ex,Y,SBrkr,2046,2,1,Ex,7,Typ,2,Attchd,Fin,3.0,878.0,Y,WD ,450000
987,571,533213040,160,FV,Pave,Lvl,Somerst,Norm,6,1999,1999,894.0,TA,TA,PConc,381.0,729.0,Gd,Y,SBrkr,1471,2,1,TA,6,Typ,0,Detchd,Unf,2.0,440.0,Y,WD ,172500
988,1192,534177180,60,RL,Pave,Lvl,NWAmes,Norm,6,1974,1997,0.0,TA,TA,CBlock,956.0,1522.0,TA,Y,SBrkr,2614,2,1,TA,9,Typ,1,Attchd,RFn,2.0,624.0,Y,WD ,240000
989,1806,528482090,60,FV,Pave,Lvl,Somerst,Norm,8,2004,2005,0.0,Gd,TA,PConc,0.0,1580.0,Ex,Y,SBrkr,2466,3,0,Gd,8,Typ,1,Attchd,RFn,2.0,610.0,Y,WD ,340000
990,962,916386140,20,RL,Pave,HLS,Timber,Norm,8,2007,2007,0.0,Gd,TA,PConc,16.0,1466.0,Ex,Y,SBrkr,1466,2,0,Gd,7,Typ,0,Attchd,Fin,3.0,610.0,Y,WD ,201000
991,2142,907203110,20,RL,Pave,Lvl,CollgCr,Norm,5,1975,1975,0.0,TA,TA,CBlock,716.0,969.0,TA,Y,SBrkr,969,1,1,TA,5,Typ,0,Attchd,Unf,2.0,440.0,Y,WD ,122000
992,1648,527302090,20,RL,Pave,Lvl,NWAmes,Norm,7,1978,1985,67.0,TA,TA,CBlock,1328.0,1529.0,TA,Y,SBrkr,1664,2,0,Gd,7,Typ,1,Attchd,Fin,2.0,663.0,Y,WD ,213000
993,618,534475250,20,RL,Pave,Lvl,NAmes,Feedr,6,1967,1967,0.0,Gd,TA,CBlock,1173.0,1680.0,TA,Y,SBrkr,1691,1,0,TA,5,Typ,0,Attchd,Unf,2.0,550.0,Y,WD ,175000
994,2108,906380200,20,RL,Pave,Lvl,CollgCr,Norm,7,2007,2007,108.0,Gd,TA,PConc,664.0,1208.0,Ex,Y,SBrkr,1208,2,0,Gd,6,Typ,0,Attchd,RFn,2.0,628.0,Y,New,195400
995,772,905103070,20,RL,Pave,Lvl,Sawyer,Norm,5,1967,1967,172.0,TA,TA,CBlock,527.0,1052.0,TA,Y,SBrkr,1052,1,1,TA,6,Typ,1,Attchd,Fin,1.0,668.0,Y,WD ,113500
996,2672,903202120,50,RL,Pave,Lvl,BrkSide,RRAn,6,1939,1950,0.0,TA,TA,BrkTil,0.0,972.0,Gd,Y,SBrkr,1577,1,0,Fa,6,Typ,1,Detchd,Unf,1.0,312.0,Y,WD ,140200
997,2492,532376180,20,RL,Pave,Lvl,Sawyer,RRAe,5,1968,1968,90.0,TA,TA,CBlock,162.0,882.0,TA,Y,SBrkr,909,1,0,TA,5,Typ,0,Attchd,Unf,1.0,294.0,Y,COD,116000
998,2903,921205050,20,RL,Pave,Lvl,Timber,Norm,9,2005,2006,382.0,Ex,TA,PConc,1455.0,1838.0,Ex,Y,SBrkr,1838,2,0,Ex,9,Typ,1,Attchd,Fin,3.0,682.0,Y,New,359900
999,2783,907201160,60,RL,Pave,Lvl,CollgCr,Norm,6,1977,1977,62.0,TA,TA,CBlock,509.0,675.0,TA,Y,SBrkr,1388,1,1,TA,6,Typ,0,Attchd,Unf,1.0,317.0,Y,WD ,157500
1000,786,905401100,20,RL,Pave,Lvl,ClearCr,Norm,5,1955,1993,0.0,Gd,TA,CBlock,379.0,1617.0,Ex,Y,FuseA,1867,1,0,TA,7,Typ,3,Attchd,Fin,1.0,303.0,Y,COD,190000
1001,740,903230100,30,RM,Pave,Lvl,BrkSide,Feedr,5,1924,1950,0.0,TA,TA,PConc,405.0,1145.0,TA,Y,SBrkr,1301,1,0,Fa,5,Min1,0,Detchd,Unf,2.0,440.0,Y,WD ,100000
1002,2546,534403280,20,RL,Pave,Lvl,NAmes,Norm,6,1964,1964,425.0,TA,TA,CBlock,553.0,1251.0,TA,Y,SBrkr,1251,1,0,TA,6,Typ,2,Attchd,RFn,1.0,461.0,Y,WD ,160000
1003,851,907194160,20,RL,Pave,Lvl,CollgCr,Norm,7,2002,2001,68.0,Gd,TA,PConc,1259.0,1431.0,Ex,Y,SBrkr,1444,2,0,Gd,6,Typ,0,Attchd,RFn,2.0,577.0,Y,WD ,203000
1004,1833,533120030,60,RL,Pave,Lvl,NoRidge,Norm,8,1990,1990,336.0,Gd,TA,PConc,482.0,1453.0,Ex,Y,SBrkr,2810,2,1,Gd,9,Typ,1,Attchd,RFn,2.0,750.0,Y,WD ,302000
1005,76,531451110,120,RL,Pave,Lvl,SawyerW,Norm,6,1980,1980,0.0,TA,TA,CBlock,543.0,923.0,TA,Y,SBrkr,923,2,0,TA,5,Typ,1,Attchd,RFn,1.0,264.0,Y,WD ,143000
1006,2151,907270040,60,RL,Pave,Lvl,CollgCr,Norm,8,1998,1999,0.0,Gd,TA,PConc,281.0,1028.0,Ex,Y,SBrkr,2452,2,1,Gd,9,Typ,1,BuiltIn,Fin,2.0,683.0,Y,WD ,267000
1007,1880,534252070,90,RL,Pave,Lvl,NAmes,Norm,4,1964,1964,0.0,TA,TA,Slab,0.0,0.0,TA,N,SBrkr,1224,2,0,TA,8,Typ,0,CarPort,Unf,3.0,530.0,Y,WD ,103000
1008,2907,923203100,120,RM,Pave,Lvl,Mitchel,Norm,6,1998,1998,443.0,TA,Gd,PConc,1201.0,1237.0,Ex,Y,SBrkr,1337,2,0,TA,5,Typ,0,Attchd,Fin,2.0,405.0,Y,WD ,153500
1009,1831,532479120,85,RL,Pave,Lvl,Sawyer,RRAe,5,1975,1981,0.0,TA,TA,CBlock,1390.0,1390.0,TA,Y,SBrkr,1701,2,0,TA,6,Min2,2,Basment,Fin,2.0,611.0,Y,WD ,171000
1010,2836,908227030,50,RL,Pave,Lvl,Edwards,Feedr,4,1924,1950,0.0,TA,TA,BrkTil,0.0,1093.0,TA,N,FuseF,1669,1,1,TA,9,Min2,0,Attchd,Unf,1.0,288.0,Y,WD ,107000
1011,1955,535403030,20,RL,Pave,Lvl,NAmes,Norm,6,1968,1968,86.0,TA,TA,CBlock,952.0,952.0,Gd,Y,SBrkr,952,1,0,TA,5,Typ,0,Attchd,Unf,1.0,288.0,Y,WD ,128500
1012,1926,535179120,20,RL,Pave,Lvl,NAmes,Norm,5,1957,1957,0.0,TA,TA,CBlock,512.0,922.0,TA,Y,FuseA,922,1,0,TA,5,Typ,0,Attchd,Unf,1.0,308.0,Y,WD ,116000
1013,2924,923250060,20,RL,Pave,Low,Mitchel,Norm,5,1977,1977,0.0,TA,TA,CBlock,936.0,1126.0,Fa,Y,SBrkr,1126,2,0,TA,5,Typ,1,Attchd,RFn,2.0,484.0,P,WD ,160000
1014,1003,527145090,120,RL,Pave,HLS,StoneBr,Norm,8,1992,1992,0.0,Gd,TA,PConc,0.0,1280.0,Ex,Y,SBrkr,1280,2,0,Gd,5,Typ,0,Attchd,RFn,2.0,506.0,Y,WD ,180000
1015,1667,527404050,20,RL,Pave,Lvl,NAmes,Norm,5,1970,2002,32.0,TA,TA,CBlock,81.0,914.0,Ex,Y,SBrkr,914,1,0,Ex,5,Typ,0,Attchd,RFn,1.0,368.0,Y,WD ,133000
1016,2905,923202025,90,RM,Pave,Lvl,Mitchel,Norm,7,1997,1997,200.0,TA,Gd,PConc,1243.0,1288.0,Gd,Y,SBrkr,1368,2,0,TA,8,Typ,0,Attchd,Fin,4.0,784.0,Y,WD ,215000
1017,921,909276110,70,RL,Pave,Bnk,Crawfor,Norm,6,1942,1950,0.0,TA,TA,CBlock,547.0,771.0,Fa,Y,SBrkr,1494,1,0,Gd,7,Typ,2,Attchd,Unf,1.0,213.0,P,WD ,177500
1018,1780,528431030,20,RL,Pave,Lvl,Somerst,Norm,8,2006,2006,248.0,Gd,TA,PConc,28.0,1524.0,Gd,Y,SBrkr,1534,2,0,Gd,7,Typ,1,Attchd,Fin,2.0,484.0,Y,WD ,215000
1019,746,903234220,50,RM,Pave,Lvl,BrkSide,Norm,5,1938,1950,0.0,TA,TA,BrkTil,273.0,952.0,TA,Y,FuseA,1582,2,0,TA,6,Typ,1,Detchd,Unf,1.0,250.0,Y,WD ,150000
1020,254,906402200,60,RL,Pave,Lvl,SawyerW,Norm,7,1990,1990,0.0,TA,TA,PConc,1470.0,1673.0,Gd,Y,SBrkr,3222,3,0,Gd,11,Typ,2,Attchd,Unf,3.0,594.0,Y,WD ,320000
1021,606,534400050,20,RL,Pave,Lvl,NAmes,Norm,6,1964,1964,180.0,TA,TA,CBlock,196.0,1516.0,TA,Y,SBrkr,1516,1,1,TA,6,Typ,0,Attchd,RFn,2.0,472.0,Y,WD ,167000
1022,2703,904301410,30,RL,Pave,Lvl,Edwards,Norm,5,1935,1950,0.0,TA,TA,Slab,0.0,0.0,TA,N,SBrkr,1032,1,0,TA,6,Typ,1,Detchd,Unf,1.0,260.0,Y,WD ,125000
1023,1306,902207120,20,RM,Pave,Lvl,OldTown,Norm,3,1949,1992,0.0,TA,TA,BrkTil,0.0,448.0,Gd,Y,SBrkr,1588,2,0,TA,6,Maj2,0,NA,NA,0.0,0.0,N,WD ,65000
1024,2102,906380010,20,RL,Pave,Lvl,CollgCr,Norm,7,2007,2007,0.0,Gd,TA,PConc,0.0,1316.0,Ex,Y,SBrkr,1316,2,0,Gd,6,Typ,1,Attchd,Fin,2.0,440.0,Y,New,200141
1025,1784,528435010,20,RL,Pave,Lvl,Somerst,Feedr,7,2007,2007,-1.0,Gd,TA,PConc,0.0,1528.0,Ex,Y,SBrkr,1528,3,2,Gd,6,Typ,1,Attchd,Unf,2.0,480.0,Y,New,235876
1026,941,910204050,70,RM,Pave,Bnk,IDOTRR,Norm,5,1900,1993,0.0,TA,TA,BrkTil,0.0,760.0,Ex,N,SBrkr,2168,2,0,Gd,11,Typ,0,Detchd,Unf,2.0,576.0,Y,WD ,123000
1027,2699,904100030,50,RL,Pave,Lvl,Sawyer,Feedr,5,1951,1951,41.0,TA,Fa,CBlock,329.0,806.0,TA,Y,SBrkr,1422,1,0,TA,7,Typ,1,Detchd,Unf,1.0,288.0,Y,WD ,137500
1028,2127,907135180,20,RL,Pave,Lvl,CollgCr,Norm,4,1994,1995,0.0,TA,TA,PConc,588.0,990.0,Ex,Y,SBrkr,990,1,0,TA,5,Typ,0,NA,NA,0.0,0.0,Y,WD ,123600
1029,2607,535401140,20,RL,Pave,Lvl,NAmes,Norm,6,1965,1965,101.0,TA,TA,CBlock,643.0,1088.0,Ex,Y,SBrkr,1324,2,0,TA,6,Typ,1,Attchd,RFn,2.0,440.0,Y,WD ,160000
1030,1754,528275035,60,RL,Pave,Lvl,Gilbert,Norm,6,2000,2000,0.0,TA,TA,PConc,0.0,924.0,Ex,Y,SBrkr,1690,2,1,TA,7,Typ,1,Attchd,RFn,2.0,463.0,Y,WD ,181000
1031,1367,903475020,20,RM,Pave,HLS,OldTown,Feedr,5,1955,1995,0.0,TA,Gd,CBlock,180.0,825.0,TA,Y,SBrkr,825,1,0,TA,4,Typ,0,Detchd,RFn,2.0,720.0,Y,WD ,125000
1032,580,534125080,60,RL,Pave,Lvl,NWAmes,RRAn,6,1968,1968,0.0,TA,TA,CBlock,298.0,727.0,Ex,Y,SBrkr,1556,1,1,TA,8,Typ,0,Attchd,Unf,2.0,441.0,Y,WD ,154000
1033,341,924152030,60,RL,Pave,Lvl,Mitchel,Norm,6,1993,1994,0.0,Gd,Gd,PConc,944.0,1152.0,Ex,Y,SBrkr,1797,2,1,Gd,7,Typ,1,Attchd,Fin,2.0,616.0,Y,WD ,231000
1034,26,527403020,20,RL,Pave,Lvl,NAmes,Norm,5,1968,1968,0.0,TA,TA,CBlock,775.0,1056.0,Ex,Y,SBrkr,1056,1,0,TA,6,Typ,1,Attchd,Unf,1.0,304.0,Y,WD ,142000
1035,2667,902400110,75,RM,Pave,Lvl,OldTown,Artery,10,1892,1993,0.0,Gd,Gd,BrkTil,0.0,1107.0,Ex,Y,SBrkr,3608,2,1,Ex,12,Typ,2,Detchd,Unf,3.0,840.0,Y,WD ,475000
1036,2884,911370430,120,RM,Pave,HLS,Crawfor,Norm,8,2005,2006,473.0,Gd,TA,PConc,1573.0,1573.0,Ex,Y,SBrkr,1778,2,0,Ex,5,Typ,1,Attchd,Fin,2.0,495.0,Y,New,375000
1037,28,527425090,20,RL,Pave,Lvl,NAmes,Norm,4,1971,1971,0.0,TA,TA,CBlock,432.0,864.0,TA,Y,SBrkr,864,1,0,TA,5,Typ,1,NA,NA,0.0,0.0,Y,ConLI,115000
